BILLING_MONTH,Entity,Tenant name,Identifier,Type,Status,Mode,Service name,Edition,Metric name,Location,Metric unit,Quota,Production usage,Change in production usage,Trial usage,Change in trial usage,Total usage,Change in total usage,Price,Cost,Billing model,Storage type,Pricing tier ID,SKU
2026-05-01,EU8_Master,Adfranse Automatisering B V,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-fra2-arp1-r05.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,667.40,12.37,0.00,0.00,667.40,12.37,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,EU8_Master,Adfranse Automatisering B V,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,9,0,0,0,9,0,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,EU8_Master,Adfranse Automatisering B V,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,2,0,0,0,2,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,EU8_Master,BEAR BYTE GmbH,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,58,7,0,0,58,7,N/A,N/A,,,,SPGAMSENS
2026-05-01,EU8_Master,BEAR BYTE GmbH,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,3,0,0,0,3,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,EU8_Master,BEAR BYTE GmbH,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,5,1,0,0,5,1,N/A,N/A,,,,SPFAMSENS
2026-05-01,EU8_Master,BEAR BYTE GmbH,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-fra2-arp1-r05.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,9918.34,-2999.90,0.00,0.00,9918.34,-2999.90,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,EU8_Master,BEAR BYTE GmbH,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery storage used,Acronis Cloud,GB,Unlimited,519.14,10.81,0.00,0.00,519.14,10.81,N/A,N/A,,acronis,,SVEAMSENS
2026-05-01,EU8_Master,BEAR BYTE GmbH,,Partner,Enabled,,Cyber Protection,Per workload,Email and Collaboration Security mailboxes protected,,,Unlimited,77,0,0,0,77,0,N/A,N/A,,,,SO4AMSENS
2026-05-01,EU8_Master,BEAR BYTE GmbH,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,91,-5,0,0,91,-5,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,EU8_Master,BEAR BYTE GmbH,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,105,0,0,0,105,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,EU8_Master,BEAR BYTE GmbH,,Partner,Enabled,,Cyber Protection,Per workload,Google Workspace seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,5,0,0,0,5,0,N/A,N/A,,acronis,,SQ8AMSENS
2026-05-01,EU8_Master,BEAR BYTE GmbH,,Partner,Enabled,,Cyber Protection,Per workload,Email and Collaboration Security users protected,,,Unlimited,76,-9,0,0,76,-9,N/A,N/A,,,,SO6AMSENS
2026-05-01,EU8_Master,BEAR BYTE GmbH,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats archived (Acronis Storage G1),Acronis Cloud,,Unlimited,70,-3,0,0,70,-3,N/A,N/A,,acronis,,SHJAMSENS
2026-05-01,EU8_Master,Veerman ICT Services BV,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,14,1,0,0,14,1,N/A,N/A,,,,SPGAMSENS
2026-05-01,EU8_Master,Veerman ICT Services BV,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected (included features),,,Unlimited,58,0,0,0,58,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,EU8_Master,Veerman ICT Services BV,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,5,0,0,0,5,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,EU8_Master,Veerman ICT Services BV,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected (included features),,,Unlimited,2,0,0,0,2,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,EU8_Master,Veerman ICT Services BV,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,179,-4,0,0,179,-4,N/A,N/A,,,,SPFAMSENS
2026-05-01,EU8_Master,Veerman ICT Services BV,,Partner,Enabled,,Cyber Protection,Per workload,VMs (included features) protected,,,Unlimited,4,0,0,0,4,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,EU8_Master,Veerman ICT Services BV,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,8,2,0,0,8,2,N/A,N/A,,,,SPIAMSENS
2026-05-01,EU8_Master,Veerman ICT Services BV,,Partner,Enabled,,Cyber Protection,Per workload,Endpoints protected with EDR,,,Unlimited,138,0,0,0,138,0,N/A,N/A,,,,SRIAMSENS
2026-05-01,EU8_Master,Veerman ICT Services BV,,Partner,Enabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-fra2-arp1-r05.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,2138.30,-3.06,0.00,0.00,2138.30,-3.06,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,EU8_Master,Veerman ICT Services BV,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-fra2-arp1-r05.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,68973.12,-10535.82,0.00,0.00,68973.12,-10535.82,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,EU8_Master,Veerman ICT Services BV,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,2500,-7,0,0,2500,-7,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,EU8_Master,Veerman ICT Services BV,,Partner,Enabled,,Cyber Protection,Per gigabyte,Microsoft 365 Shared seats protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,EU8_Master,Veerman ICT Services BV,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,1368,17,0,0,1368,17,N/A,N/A,,,,SPDCMSENS
2026-05-01,EU8_Master,Veerman ICT Services BV,,Partner,Enabled,,Cyber Protection,Per workload,Network-attached storages (NAS) protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPD5MSENS
2026-05-01,EU8_Master,Veerman ICT Services BV,,Partner,Enabled,,Cyber Protection,Per workload,Google Workspace seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,62,0,0,0,62,0,N/A,N/A,,acronis,,SQ8AMSENS
2026-05-01,UK_DEV,FLR Spectron Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,28,1,0,0,28,1,N/A,N/A,,,,SPGAMSENS
2026-05-01,UK_DEV,FLR Spectron Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,16,0,0,0,16,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,UK_DEV,FLR Spectron Ltd,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,73,-1,0,0,73,-1,N/A,N/A,,,,SPFAMSENS
2026-05-01,UK_DEV,FLR Spectron Ltd,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,4,0,0,0,4,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,UK_DEV,FLR Spectron Ltd,,Partner,Enabled,,Cyber Protection,Per workload,RMM,,,Unlimited,2,0,0,0,2,0,N/A,N/A,,,,SRHAMSENS
2026-05-01,UK_DEV,FLR Spectron Ltd,,Partner,Enabled,,Cyber Protection,Per gigabyte,"Cloud Storage (UK, London - abgw-lhr3-arp1-r01.acronis.com) used - Class 2",Acronis Cloud,GB,Unlimited,1956.01,22.92,0.00,0.00,1956.01,22.92,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,UK_DEV,FLR Spectron Ltd,,Partner,Enabled,,Cyber Protection,Per workload,"Cloud Storage (UK, London - abgw-lhr3-arp1-r01.acronis.com) used - Class 2",Acronis Cloud,GB,Unlimited,46526.29,-22.02,0.00,0.00,46526.29,-22.02,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,UK_DEV,FLR Spectron Ltd,,Partner,Enabled,,Cyber Protection,Per workload,"Cloud Storage (North Europe, Ireland - ne1-aas01.azure.acronis.com) used - Class 2",Microsoft Azure,GB,Unlimited,24953.30,-147.28,0.00,0.00,24953.30,-147.28,N/A,N/A,,azure,,SQ1AMSENS
2026-05-01,UK_DEV,FLR Spectron Ltd,,Partner,Enabled,,Cyber Protection,Per gigabyte,Microsoft 365 Shared seats protected,,,Unlimited,109,1,0,0,109,1,N/A,N/A,,,,SPDCMSENS
2026-05-01,UK_DEV,Netmatters,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,9,0,0,0,9,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,UK_DEV,Netmatters,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,45,-1,0,0,45,-1,N/A,N/A,,,,SPEAMSENS
2026-05-01,UK_DEV,Netmatters,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,125,0,0,0,125,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,UK_DEV,Netmatters,,Partner,Enabled,,Cyber Protection,Per workload,Web Hosting Servers protected,,,Unlimited,11,-1,0,0,11,-1,N/A,N/A,,,,SQ7AMSENS
2026-05-01,UK_DEV,Netmatters,,Partner,Enabled,,Cyber Protection,Per gigabyte,Direct Backup to Public Cloud servers protected,,,Unlimited,6,0,0,0,6,0,N/A,N/A,,,,SRDUMSENS
2026-05-01,UK_DEV,Netmatters,,Partner,Enabled,,Cyber Protection,Per gigabyte,Direct Backup to Public Cloud VMs protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SREUMSENS
2026-05-01,UK_DEV,Netmatters,,Partner,Enabled,,Cyber Protection,Per workload,Endpoints protected with EDR,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SRIAMSENS
2026-05-01,UK_DEV,Netmatters,,Partner,Enabled,,Cyber Protection,Per workload,"Cloud Storage (UK, London - abgw-lhr3-arp1-r02.acronis.com) used - Class 2",Acronis Cloud,GB,Unlimited,963.35,-3.42,0.00,0.00,963.35,-3.42,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,UK_DEV,Netmatters,,Partner,Enabled,,Cyber Protection,Per gigabyte,"Cloud Storage (UK, London - abgw-lhr3-arp1-r01.acronis.com) used - Class 2",Acronis Cloud,GB,Unlimited,75053.96,-7941.78,0.00,0.00,75053.96,-7941.78,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,UK_DEV,Netmatters,,Partner,Enabled,,Cyber Protection,Per workload,"Cloud Storage (UK, London - abgw-lhr3-arp1-r01.acronis.com) used - Class 2",Acronis Cloud,GB,Unlimited,90092.86,990.07,0.00,0.00,90092.86,990.07,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,UK_DEV,Netmatters,,Partner,Enabled,,Cyber Protection,Per gigabyte,"Cloud Storage (North Europe, Ireland - ne1-aas01.azure.acronis.com) used - Class 2",Microsoft Azure,GB,Unlimited,205.20,6.12,0.00,0.00,205.20,6.12,N/A,N/A,,azure,,SQ2AMSENS
2026-05-01,UK_DEV,Netmatters,,Partner,Enabled,,Cyber Protection,Per gigabyte,Disaster Recovery storage used,Acronis Cloud,GB,Unlimited,1243.80,47.67,0.00,0.00,1243.80,47.67,N/A,N/A,,acronis,,SVEAMSENS
2026-05-01,UK_DEV,Netmatters,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,36,-1,0,0,36,-1,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,UK_DEV,Netmatters,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,2339,-23,3,3,2342,-20,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,UK_DEV,Netmatters,,Partner,Enabled,,Cyber Protection,Per gigabyte,Microsoft 365 Shared seats protected,,,Unlimited,341,26,0,0,341,26,N/A,N/A,,,,SPDCMSENS
2026-05-01,UK_DEV,Netmatters,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,1354,52,0,0,1354,52,N/A,N/A,,,,SPDCMSENS
2026-05-01,UK_DEV,Netmatters,,Partner,Enabled,,Cyber Protection,Per gigabyte,Customer Public Cloud Storage - S3-compatible,,GB,Unlimited,8319.05,107.84,0.00,0.00,8319.05,107.84,N/A,N/A,,,,SP4BMSENS
2026-05-01,UK_DEV,OneCom Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,5,1,0,0,5,1,N/A,N/A,,,,SPGAMSENS
2026-05-01,UK_DEV,OneCom Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,16,2,0,0,16,2,N/A,N/A,,,,SPEAMSENS
2026-05-01,UK_DEV,OneCom Ltd,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,112,12,0,0,112,12,N/A,N/A,,,,SPFAMSENS
2026-05-01,UK_DEV,OneCom Ltd,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,2,2,2,-1,4,1,N/A,N/A,,,,SPIAMSENS
2026-05-01,UK_DEV,OneCom Ltd,,Partner,Enabled,,Cyber Protection,Per workload,"Cloud Storage (UK, London - abgw-lhr3-arp1-r02.acronis.com) used - Class 2",Acronis Cloud,GB,Unlimited,0.01,0.00,0.00,0.00,0.01,0.00,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,UK_DEV,OneCom Ltd,,Partner,Enabled,,Cyber Protection,Per gigabyte,"Cloud Storage (UK, London - abgw-lhr3-arp1-r01.acronis.com) used - Class 2",Acronis Cloud,GB,Unlimited,0.00,0.00,0.00,-3904.10,0.00,-3904.10,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,UK_DEV,OneCom Ltd,,Partner,Enabled,,Cyber Protection,Per workload,"Cloud Storage (UK, London - abgw-lhr3-arp1-r01.acronis.com) used - Class 2",Acronis Cloud,GB,Unlimited,91343.68,6260.72,0.00,-0.00,91343.68,6260.72,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,UK_DEV,OneCom Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,69,0,0,0,69,0,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,UK_DEV,OneCom Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,3012,12,141,135,3153,147,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,UK_DEV,OneCom Ltd,,Partner,Enabled,,Cyber Protection,Per gigabyte,Microsoft 365 Shared seats protected,,,Unlimited,0,0,0,-1,0,-1,N/A,N/A,,,,SPDCMSENS
2026-05-01,UK_DEV,OneCom Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,890,14,62,59,952,73,N/A,N/A,,,,SPDCMSENS
2026-05-01,UK_DEV,Sabre Systems UK Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,31,2,0,-1,31,1,N/A,N/A,,,,SPGAMSENS
2026-05-01,UK_DEV,Sabre Systems UK Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,25,0,0,0,25,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,UK_DEV,Sabre Systems UK Ltd,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,28,0,2,2,30,2,N/A,N/A,,,,SPFAMSENS
2026-05-01,UK_DEV,Sabre Systems UK Ltd,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,6,0,0,0,6,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,UK_DEV,Sabre Systems UK Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Endpoints protected with EDR,,,Unlimited,9,1,0,0,9,1,N/A,N/A,,,,SRIAMSENS
2026-05-01,UK_DEV,Sabre Systems UK Ltd,,Partner,Enabled,,Cyber Protection,Per workload,"Cloud Storage (UK, London - abgw-lhr3-arp1-r01.acronis.com) used - Class 2",Acronis Cloud,GB,Unlimited,23390.60,-271.76,0.00,-53.38,23390.60,-325.14,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,UK_DEV,Sabre Systems UK Ltd,,Partner,Enabled,,Cyber Protection,Per workload,"Cloud Storage (North Europe, Ireland - ne1-aas01.azure.acronis.com) used - Class 2",Microsoft Azure,GB,Unlimited,3604.09,138.06,0.00,0.00,3604.09,138.06,N/A,N/A,,azure,,SQ1AMSENS
2026-05-01,UK_DEV,Sabre Systems UK Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,92,0,0,0,92,0,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,UK_DEV,Sabre Systems UK Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,20,0,0,0,20,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,UK_DEV,CWL Systems Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,UK_DEV,CWL Systems Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,UK_DEV,CWL Systems Ltd,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,12,0,0,0,12,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,UK_DEV,CWL Systems Ltd,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,8,0,0,0,8,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,UK_DEV,CWL Systems Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Endpoints protected with EDR,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SRIAMSENS
2026-05-01,UK_DEV,CWL Systems Ltd,,Partner,Enabled,,Cyber Protection,Per workload,"Cloud Storage (UK, London - abgw-lhr3-arp1-r01.acronis.com) used - Class 2",Acronis Cloud,GB,Unlimited,3483.61,21.97,0.00,0.00,3483.61,21.97,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,UK_DEV,Electronic Business Systems UK,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,5,0,0,0,5,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,UK_DEV,Electronic Business Systems UK,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,6,0,0,0,6,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,UK_DEV,Electronic Business Systems UK,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,176,4,0,0,176,4,N/A,N/A,,,,SPFAMSENS
2026-05-01,UK_DEV,Electronic Business Systems UK,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,2,0,0,0,2,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,UK_DEV,Electronic Business Systems UK,,Partner,Enabled,,Cyber Protection,Per workload,RMM,,,Unlimited,1,1,0,0,1,1,N/A,N/A,,,,SRHAMSENS
2026-05-01,UK_DEV,Electronic Business Systems UK,,Partner,Enabled,,Cyber Protection,Per workload,Endpoints protected with EDR,,,Unlimited,5,0,0,0,5,0,N/A,N/A,,,,SRIAMSENS
2026-05-01,UK_DEV,Electronic Business Systems UK,,Partner,Enabled,,Cyber Protection,Per workload,"Cloud Storage (UK, London - abgw-lhr3-arp1-r02.acronis.com) used - Class 2",Acronis Cloud,GB,Unlimited,51745.24,598.51,0.00,0.00,51745.24,598.51,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,UK_DEV,Electronic Business Systems UK,,Partner,Enabled,,Cyber Protection,Per workload,"Cloud Storage (UK, London - abgw-lhr3-arp1-r01.acronis.com) used - Class 2",Acronis Cloud,GB,Unlimited,27287.79,2066.74,0.00,0.00,27287.79,2066.74,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,UK_DEV,Electronic Business Systems UK,,Partner,Enabled,,Cyber Protection,Per workload,"Cloud Storage (UK, London - ew2-ags01.google.acronis.com) used - Class 2",Google Cloud,GB,Unlimited,4104.55,19.90,0.00,0.00,4104.55,19.90,N/A,N/A,,google,,SPXAMSENS
2026-05-01,UK_DEV,NCS IT Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,35,1,0,0,35,1,N/A,N/A,,,,SPGAMSENS
2026-05-01,UK_DEV,NCS IT Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,8,-1,0,0,8,-1,N/A,N/A,,,,SPEAMSENS
2026-05-01,UK_DEV,NCS IT Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected (included features),,,Unlimited,5,0,0,0,5,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,UK_DEV,NCS IT Ltd,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,345,0,0,0,345,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,UK_DEV,NCS IT Ltd,,Partner,Enabled,,Cyber Protection,Per workload,VMs (included features) protected,,,Unlimited,5,0,0,0,5,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,UK_DEV,NCS IT Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Mobiles protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SRBAMSENS
2026-05-01,UK_DEV,NCS IT Ltd,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,28,0,1,1,29,1,N/A,N/A,,,,SPIAMSENS
2026-05-01,UK_DEV,NCS IT Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Direct Backup to Public Cloud VMs protected,,,Unlimited,0,-19,0,0,0,-19,N/A,N/A,,,,SREUMSENS
2026-05-01,UK_DEV,NCS IT Ltd,,Partner,Enabled,,Cyber Protection,Per gigabyte,"Cloud Storage (UK, London - abgw-lhr3-arp1-r01.acronis.com) used - Class 2",Acronis Cloud,GB,Unlimited,6108.82,185.64,0.00,0.00,6108.82,185.64,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,UK_DEV,NCS IT Ltd,,Partner,Enabled,,Cyber Protection,Per workload,"Cloud Storage (UK, London - abgw-lhr3-arp1-r01.acronis.com) used - Class 2",Acronis Cloud,GB,Unlimited,174947.67,-6267.70,0.00,0.00,174947.67,-6267.70,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,UK_DEV,NCS IT Ltd,,Partner,Enabled,,Cyber Protection,Per workload,"Cloud Storage (North Europe, Ireland - ne1-aas01.azure.acronis.com) used - Class 2",Microsoft Azure,GB,Unlimited,5467.53,89.71,0.00,0.00,5467.53,89.71,N/A,N/A,,azure,,SQ1AMSENS
2026-05-01,UK_DEV,NCS IT Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery storage used,Acronis Cloud,GB,Unlimited,3885.85,681.56,0.00,0.00,3885.85,681.56,N/A,N/A,,acronis,,SVEAMSENS
2026-05-01,UK_DEV,NCS IT Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery public IP addresses,Acronis Cloud,,Unlimited,2,0,0,0,2,0,N/A,N/A,,acronis,,SEDAMSENS
2026-05-01,UK_DEV,NCS IT Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery compute points,Acronis Cloud,,Unlimited,0.86,0.86,0.00,0.00,0.86,0.86,N/A,N/A,,acronis,,SQYAMSENS
2026-05-01,UK_DEV,NCS IT Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,1371,-50,2,2,1373,-48,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,UK_DEV,NCS IT Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Azure Storage),Microsoft Azure,,Unlimited,61,1,0,0,61,1,N/A,N/A,,azure,,SRAAMSENS
2026-05-01,UK_DEV,NCS IT Ltd,,Partner,Enabled,,Cyber Protection,Per gigabyte,Microsoft 365 Shared seats protected,,,Unlimited,179,0,0,0,179,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,UK_DEV,NCS IT Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,822,5,0,0,822,5,N/A,N/A,,,,SPDCMSENS
2026-05-01,UK_DEV,Infinity Group,,Partner,Enabled,,Cyber Protection,Per workload,"Cloud Storage (UK, London - abgw-lhr3-arp1-r02.acronis.com) used - Class 2",Acronis Cloud,GB,Unlimited,2305.87,16.97,0.00,0.00,2305.87,16.97,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,UK_DEV,Infinity Group,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,724,16,0,0,724,16,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,UK_DEV,Infinity Group,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,674,8,0,0,674,8,N/A,N/A,,,,SPDCMSENS
2026-05-01,UK_DEV,Moon Computers Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,0,-1,0,0,0,-1,N/A,N/A,,,,SPGAMSENS
2026-05-01,UK_DEV,Moon Computers Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,0,-12,0,0,0,-12,N/A,N/A,,,,SPEAMSENS
2026-05-01,UK_DEV,Moon Computers Ltd,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,0,-24,0,0,0,-24,N/A,N/A,,,,SPFAMSENS
2026-05-01,UK_DEV,Moon Computers Ltd,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,0,-5,0,0,0,-5,N/A,N/A,,,,SPIAMSENS
2026-05-01,UK_DEV,Moon Computers Ltd,,Partner,Enabled,,Cyber Protection,Per gigabyte,"Cloud Storage (UK, London - abgw-lhr3-arp1-r01.acronis.com) used - Class 2",Acronis Cloud,GB,Unlimited,0.00,-133.29,0.00,0.00,0.00,-133.29,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,UK_DEV,Moon Computers Ltd,,Partner,Enabled,,Cyber Protection,Per workload,"Cloud Storage (UK, London - abgw-lhr3-arp1-r01.acronis.com) used - Class 2",Acronis Cloud,GB,Unlimited,0.00,-30259.96,0.00,0.00,0.00,-30259.96,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,UK_DEV,Moon Computers Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery storage used,Acronis Cloud,GB,Unlimited,0.00,-8671.32,0.00,0.00,0.00,-8671.32,N/A,N/A,,acronis,,SVEAMSENS
